,channel_id,channel_name,country,genre_channel,join_date,subscriber,total_video,,,0,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,United States,Gaming,4/29/2010,61006277,3424,
236,UCl_P0sCqxOdQpMwuajdXkRg,Roma and Diana,-,Entertainment,12/22/2011,7734847,57,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
239,UCq3zaHCaZtb3TtNwwz0PK2w,Disney Channel LA,Argentina,Entertainment,12/12/2007,7679159,3319,,,,,,,,,,,
240,UC4rlAVgAK0SGk-yTfe48Qpw,BRIGHT SIDE,-,Howto & Style,3/15/2017,7631158,872,,,,,,,,,,,
241,UCo6DJdltbIub80bLiyJRv3w,MrGear,-,Entertainment,6/17/2015,7620281,618,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
243,UCAaUVu8vYss8zCaC0WuA9jA,Caspar,Great-Britain,Entertainment,11/10/2011,7586881,310,,,,,,,,,,,
244,UCSyoRFkB5xkaa3ScUcBaETw,Mariale,United States,Entertainment,1/6/2010,7583468,774,,,,,,,,,,,
245,UCYUQQgogVeQY8cMQamhHJcg,CinemaSins,Sint-Maarten,Film and Animation,12/11/2012,7537678,602,,,,,,,,,,,
246,UCXJDX1KK6t121Z9FLhu5o2A,PinkVEVO,Sint-Maarten,Music,5/12/2009,7511018,118,,,,,,,,,,,
247,UC0YFjwJc3b1otDerdv6CfWA,XpressTV,-,Entertainment,11/17/2014,7488254,226,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
250,UCIR9VKPE70KJ4DX2zCjHObw,IrmÃ£os Neto,Brazil,Entertainment,7/21/2017,7467020,97,,,,,,,,,,,
251,UCHCph-_jLba_9atyCZJPLQQ,How It Should Have Ended,Sint-Maarten,Film and Animation,3/5/2007,7464381,299,,,,,,,,,,,
252,UCP6uH_XlsxrXwZQ4DlqbqPg,Filmi Gaane,India,Music,6/11/2010,7455439,4880,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
254,UCC552Sd-3nyi_tk2BudLUzA,AsapSCIENCE,-,Science & Technology,5/28/2012,7408416,255,,,,,,,,,,,
255,UCE3qZH8ltYwmQDmm5uinPXw,ZarcortGame,-,Entertainment,11/9/2012,7368749,243,,,,,,,,,,,
256,UCpVm7bg6pXKo1Pr6k5kxG9A,National Geographic,Sint-Maarten,Pets & Animals,5/7/2006,7354240,8558,,,,,,,,,,,
257,UCczFdwWpVEpoqb-eMm4c4dQ,MATT STEFFANINA,United States,Entertainment,9/1/2011,7336882,204,,,,,,,,,,,
258,UCWr4vlkj5xXQ4bSXNeTT2AA,Baby Big Mouth,Canada,Entertainment,3/5/2013,7330249,2762,,,,,,,,,,,
259,UC0YvTCy1I4_a-3pn47_5DBA,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",-,Howto & Style,10/7/2012,7326150,100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
261,UCDZsyOkn-WTiTwgAvZSQ_cg,El RincÃ³n De Giorgio,-,Entertainment,3/22/2013,7296765,710,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
263,UCTTJMptGhfJA67e40DlqbNw,Karina Garcia,United States,Howto & Style,10/19/2012,7278231,243,,,,,,,,,,,
264,UCh715KhLM7vbOwozSXLWI_w,aLexBY11,EspaÃ±a,Entertainment,6/1/2011,7249050,3176,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
267,UCap97Ue8K_BpKlrvQRYd6JA,LaurDIY,United States,Howto & Style,12/2/2011,7234663,489,,,,,,,,,,,
268,UCX6b17PVsYBQ0ip5gyeme-Q,CrashCourse,Sint-Maarten,Education,5/20/2006,7215490,890,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
270,UCC6XuDtfec7DxZdUa7ClFBQ,AvrilLavigneVEVO,-,Music,9/2/2009,7201477,83,,,,,,,,,,,
271,UCe4LM_eKc9ywRmVuBm5pjQg,Atlantic Records,-,Music,12/15/2006,7165970,1006,,,,,,,,,,,
272,UCx1f1u4XlFFr0YgqF3wB4lQ,JenniferLopezVEVO,Sint-Maarten,Music,9/2/2009,7164003,94,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
274,UCl_AQeO6ynSDRSjclc1e16Q,FitDance,Brazil,Music,12/26/2013,7052369,739,,,,,,,,,,,
275,UCDCNmuaOXOo25Yn4mbMHhhQ,Talking Tom and Friends,Sint-Maarten,Entertainment,10/14/2010,7044888,213,,,,,,,,,,,
276,UCpmD3iT-8TQzRuygIiS9bAw,Conor Maynard,-,Music,5/19/2006,7021153,241,,,,,,,,,,,
277,UCwD4x63A9KC7Si2RuSfg-SA,Lucas and Marcus,-,Entertainment,1/19/2011,7017782,255,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
279,UC3Pa0DVzVkqEN_CwsNMapqg,SamSmithWorldVEVO,-,Music,10/28/2013,7001139,53,,,,,,,,,,,
280,UCRx3mKNUdl8QE06nEug7p6Q,BillionSurpriseToys Songs - Kids Nursery Rhymes,-,Education,10/25/2013,6994725,183,,,,,,,,,,,
281,UCYjk_zY-iYR8YNfJmuzd70A,Epic Meal Time,Canada,Entertainment,9/29/2010,6989813,697,,,,,,,,,,,
282,UCbAiIkPobUFy71zlmwVw3jw,Fatos Desconhecidos,Brazil,Entertainment,9/26/2013,6981960,1534,,,,,,,,,,,
283,UCSReacwdlGHHyTIyuROhVdQ,AlishaMarie,United States,Howto & Style,4/18/2008,6979230,247,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
285,UC3MLnJtqc_phABBriLRhtgQ,SonyMusicIndiaVEVO,Sint-Maarten,Music,9/2/2009,6969668,2900,,,,,,,,,,,
286,UC8f7MkX4MFOOJ2SerXLInCA,one31,Thailand,Entertainment,1/10/2013,6964498,36162,,,,,,,,,,,
287,UCyoXW-Dse7fURq30EWl_CUA,Goldmines Telefilms,India,Film and Animation,1/21/2012,6962975,5239,,,,,,,,,,,
288,UCKvn9VBLAiLiYL4FFJHri6g,F2Freestylers - Ultimate Soccer Skills Channel,Great-Britain,Sports,4/9/2011,6942068,491,,,,,,,,,,,
289,UCXnBB3IuuXAH2kDr69-632A,Craftingeek*,MÃ©xico,Howto & Style,12/15/2009,6879638,588,,,,,,,,,,,
290,UCGej5zp_KWZ-b_1w4Rq2hyA,JessieJVEVO,-,Music,11/3/2010,6878559,73,,,,,,,,,,,
291,UCaO6TYtlC8U5ttz62hTrZgg,jypentertainment,"Korea, Republic of",Music,1/25/2008,6870729,731,,,,,,,,,,,
292,UCblfuW_4rakIf2h6aqANefA,Red Bull,Austria,Sports,9/23/2006,6867001,7140,,,,,,,,,,,
293,UCsXfDf1CDgU3SCt0gxJNXGg,justintimberlakeVEVO,-,Music,9/2/2009,6846365,62,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
295,UCVnu0ZtcaY9bpJgdxAaqagA,Mejores Juguetes,EspaÃ±a,Entertainment,5/13/2014,6839542,1095,,,,,,,,,,,
296,UCwfEOn0O1DWcyTgzVVu28ig,MarÃ­lia MendonÃ§a,Brazil,Music,5/13/2013,6838264,62,,,,,,,,,,,
297,UCSahY6dNgVipVxeVF-QIW_w,YosStoP,-,Entertainment,2/23/2011,6823549,470,,,,,,,,,,,
298,UCDLmS9vkPcTz3cAc-c9QIzg,Tanner Fox,United States,Film and Animation,9/4/2011,6789986,857,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
300,UChMJkHCD2wdvSO7CMOuLR-w,Renato Garcia,Brazil,Entertainment,9/29/2011,6758953,1273,,,,,,,,,,,
301,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,-,Music,6/9/2014,6735631,8,,,,,,,,,,,
302,UCJ6td3C9QlPO9O_J5dF4ZzA,Monstercat: Uncaged,-,Entertainment,7/2/2011,6732612,1288,,,,,,,,,,,
303,UCsmx517WjzoyFuC17DGVt1A,Wismichu,EspaÃ±a,Entertainment,1/23/2012,6701673,286,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
305,UCozAuGJZ5MPoijz8IE_1Gtw,ÙÙØ§Ø© Ø·ÙÙØ± Ø§ÙØ¬ÙØ© | toyoraljanahtv,Jordan,Music,11/24/2008,6665488,2094,,,,,,,,,,,
306,UCi-5OZ2tYuwMLIcEyOsbdRA,Annoying Orange,United States,Entertainment,1/11/2010,6664764,981,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
309,UC_wpwDvT7v6iYzaP6cMICbQ,HellomaphieMX,-,Howto & Style,4/3/2013,6640805,210,,,,,,,,,,,
310,UCdm1fwk5iqteE0MVOBUuE8Q,VenomExtreme,Brazil,Entertainment,5/8/2011,6636371,2479,,,,,,,,,,,
311,UCcartHVtvAUzfajflyeT_Gg,Miss Katy,Great-Britain,Entertainment,11/17/2014,6626570,547,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
314,UCfDPkUx9mG3IHBxYuPqgqAQ,Tauz,Brazil,Music,2/7/2014,6570538,154,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
320,UCR3vcUrhFUdzagng58ueI2w,Invento na Hora,Brazil,Film and Animation,10/18/2014,6530554,349,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
322,UCfxWYi2wFh4ma2uUCcH7VKg,Programa PÃ¢nico,Brazil,Entertainment,11/20/2014,6509160,3291,,,,,,,,,,,
323,UCelMeixAOTs2OQAAi9wU8-g,CookieSwirlC,Sint-Maarten,Entertainment,11/3/2013,6501007,2673,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
326,UClkRzsdvg7_RKVhwDwiDZOA,JFlaMusic,"Korea, Republic of",Music,8/22/2011,6446023,172,,,,,,,,,,,
327,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,Sint-Maarten,Music,1/27/2014,6444747,21,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
329,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,"Korea, Republic of",Music,12/17/2012,6379340,794,,,,,,,,,,,
330,UCq_oSgHK9lk6NUUgkhUOPnw,DeToxoMoroxo,-,Entertainment,9/3/2012,6366509,308,,,,,,,,,,,
331,UC_8PAD0Qmi6_gpe77S1Atgg,Mister Max,Great-Britain,Entertainment,9/22/2014,6359232,637,,,,,,,,,,,
332,UCuVHOs0H5hvAHGr8O4yIBNQ,Niki and Gabi,Sint-Maarten,Howto & Style,9/3/2012,6357370,362,,,,,,,,,,,
333,UC607Gii1uo93qDqiGR6-c3w,Mussoumano,Brazil,Music,10/27/2010,6332682,279,,,,,,,,,,,
334,UCNKcMBYP_-18FLgk4BYGtfw,AWE me,Sint-Maarten,Science & Technology,1/11/2013,6332674,369,,,,,,,,,,,
335,UC6-F5tO8uklgE9Zy8IvbdFw,SAB TV,India,Entertainment,8/4/2007,6332559,16499,,,,,,,,,,,
336,UCOpcACMWblDls9Z6GERVi1A,Screen Junkies,-,Film and Animation,10/3/2008,6331884,794,,,,,,,,,,,
337,UCqwUrj10mAEsqezcItqvwEw,BB Ki Vines,India,Entertainment,6/20/2015,6320525,112,,,,,,,,,,,
338,UCsN8M73DMWa8SPp5o_0IAQQ,Tomorrowland,BelgiÃ«,Entertainment,7/1/2011,6319202,980,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
340,UCz2SUbUr2k0T3nEmutgsPjg,Hear This Music,-,Music,2/13/2016,6289976,25,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
343,UCJrREGJ2R1mMuKJkZ8SMCcA,BeckyGVEVO,-,Music,9/4/2012,6275430,48,,,,,,,,,,,
344,UCjVb9mJZTeuPLN4hOjmvQnw,Bie The Ska,Thailand,Entertainment,10/3/2006,6273587,658,,,,,,,,,,,
345,UCEY1ejsweY4DgMwOVJeEaBA,The X Factor UK,Great-Britain,Entertainment,8/3/2007,6221921,4102,,,,,,,,,,,
346,UCSpVHeDGr9UbREhRca0qwsA,Howcast,Sint-Maarten,Howto & Style,10/4/2007,6195160,22119,,,,,,,,,,,
347,UCfLFTP1uTuIizynWsZq2nkQ,UKF Dubstep,Great-Britain,Music,4/29/2009,6194545,866,,,,,,,,,,,
348,UCV4XcEqBswMCryorV_gNENw,Turma da MÃ´nica,Brazil,Film and Animation,7/30/2012,6192205,571,,,,,,,,,,,
349,UCkvK_5omS-42Ovgah8KRKtg,jeffreestar,United States,Howto & Style,2/14/2006,6180742,248,,,,,,,,,,,
350,UCC9h3H-sGrvqd2otknZntsQ,freekickerz,Germany,Sports,1/1/2010,6176989,1237,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
352,UChOPyo-uWLVi5uO53mSBX-w,Noor Stars,United Arab Emirates,Entertainment,4/24/2014,6140743,317,,,,,,,,,,,
353,UCvC4D8onUfXzvjTOM-dBfEA,Marvel Entertainment,-,Entertainment,6/16/2005,6132547,4490,,,,,,,,,,,
354,UCcdwLMPsaU2ezNSJU1nFoBQ,Pinkfong! Kids' Songs & Stories,"Korea, Republic of",Education,12/14/2011,6127246,835,,,,,,,,,,,
355,UCqqGXzmJn6biINRt5OILmRQ,Planeta das GÃªmeas,Brazil,Entertainment,11/21/2015,6125062,355,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
357,UC5mZsx_OVnc4XmG9rWU2p3A,T3ddy,Brazil,Entertainment,1/16/2012,6109908,943,,,,,,,,,,,
358,UCNhqvQMXIgRfjAGmxQqdNRw,Rotana,Saudi Arabia,Music,1/10/2012,6107517,5363,,,,,,,,,,,
359,UC-0D1RlSzcvBoODCKSoLl2g,Emily Tube,Great-Britain,Entertainment,11/24/2014,6090846,386,,,,,,,,,,,
360,UCWljxewHlJE3M7U_6_zFNyA,AwesomenessTV,United States,Entertainment,6/11/2008,6069265,7633,,,,,,,,,,,
361,UCevY-z55kr37ZAXG15F-KiA,Makiman131,-,Entertainment,2/12/2013,6067276,2204,,,,,,,,,,,
362,UCmKSr4RkQLqPPxSh2Y2xEdQ,Pina Records,-,Music,7/2/2008,6061904,312,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
364,UClFSU9_bUb4Rc6OYfTt5SPw,Philip DeFranco,United States,Entertainment,9/16/2006,6032637,2209,,,,,,,,,,,
365,UCT2X19JJaJGUN7mrYuImANQ,America's Got Talent,Sint-Maarten,Entertainment,6/29/2006,6026612,1616,,,,,,,,,,,
366,UCKR6KdJmTdhLVQJnoJu9tRQ,Adexe & Nau,-,Music,12/22/2013,6020586,124,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
369,UCS3VJQpFmLbBd5qsWci9KPA,NaoFun Toys,United States,Entertainment,2/1/2014,5988642,1724,,,,,,,,,,,
370,UCt3-Ge4aevIeHYTIOUdpvJQ,Karol Sevilla,-,Entertainment,1/27/2016,5987943,160,,,,,,,,,,,
371,UCmlsu3V3SzIm2Jmo0S0qiMg,TechRax,United States,Entertainment,9/21/2009,5976409,466,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
373,UC3ifTl5zKiCAhHIBQYcaTeg,Proximity,United States,Entertainment,4/12/2009,5965386,1029,,,,,,,,,,,
374,UCgMPP6RRjktV7krOfyUewqw,ã¯ããããã¡ãã¼ï¼hajimeï¼,Japan,Entertainment,8/31/2012,5964921,1561,,,,,,,,,,,
375,UCmKurapML4BF9Bjtj4RbvXw,ThePianoGuys,United States,Music,3/25/2008,5947603,75,,,,,,,,,,,
376,UCXhSCMRRPyxSoyLSPFxK7VA,MatthewSantoro,United States,Education,2/13/2010,5946980,556,,,,,,,,,,,
377,UC3sznuotAs2ohg_U__Jzj_Q,The Film Theorists,-,Film and Animation,5/12/2014,5942766,165,,,,,,,,,,,
378,UCsooa4yRKGN_zEE8iknghZA,TED-Ed,Sint-Maarten,Education,3/1/2011,5932809,1415,,,,,,,,,,,
379,UCPT9_sNLoBLjH1uea7zpVIA,This is Ð¥Ð¾ÑÐ¾ÑÐ¾,Russian Federation,Entertainment,10/14/2010,5931259,757,,,,,,,,,,,
380,UC48h7Dst_hX82HxOf3xJw_w,Ch3Thailand,Thailand,Entertainment,5/29/2014,5930176,38934,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
382,UCE_M8A5yxnLfW0KghEeajjw,Apple,Sint-Maarten,Science & Technology,6/22/2005,5922678,210,,,,,,,,,,,
383,UCio_FVgKVgqcHrRiXDpnqbw,Camila Cabello,-,Music,8/11/2015,5917151,13,,,,,,,,,,,
384,UCXYRdIXDdeZIf816EWAr5zQ,Macklemore LLC,Sint-Maarten,Music,11/28/2006,5915469,119,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
387,UCK8sQmJBp8GCxrOtXWBpyEA,Google,Sint-Maarten,Science & Technology,9/18/2005,5890299,2063,,,,,,,,,,,
388,UCQ5kHOKpF3-1_UCKaqXARRg,OneRepublicVEVO,-,Music,5/12/2009,5889132,139,,,,,,,,,,,
389,UC7Pq3Ko42YpkCB_Q4E981jw,Kids TV - Nursery Rhymes And Baby Songs,United States,Education,8/30/2013,5884491,1807,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
391,UCJFp8uSYCjXOMnkUyb3CQ3Q,Tasty,United States,Howto & Style,1/22/2016,5851598,1696,,,,,,,,,,,
392,UCF1JIbMUs6uqoZEY1Haw0GQ,Shemaroo,India,Entertainment,9/1/2007,5851427,7248,,,,,,,,,,,
393,UC46TVKqBkiTT85ddkJDdK3w,FARRUKOVEVO,Sint-Maarten,Music,4/26/2010,5839834,81,,,,,,,,,,,
394,UC21yq4sq8uxTcfgIxxyE9VQ,Carli Bybel,United States,Howto & Style,6/27/2011,5833849,466,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
396,UCKjjmMqvuxNYw8c6knceexQ,Sandaroo Kids [DisneyCarToys],United States,Entertainment,6/16/2012,5816435,2830,,,,,,,,,,,
397,UC3XTzVzaHQEd30rQbuvCtTQ,LastWeekTonight,-,Entertainment,3/18/2014,5808859,225,,,,,,,,,,,
398,UCbD8EppRX3ZwJSou-TVo90A,Mnet K-POP,"Korea, Republic of",Entertainment,3/9/2006,5783080,12089,,,,,,,,,,,
399,UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,United States,Science & Technology,3/21/2008,5766885,988,,,,,,,,,,,
400,UC4NALVCmcmL5ntpV0thoH6w,LooLoo Kids - Nursery Rhymes and Children's Songs,United States,Music,8/5/2014,5764940,376,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
402,UCY_37NEvihrX3Te637OTxOg,LA DIVAZA,-,Entertainment,12/9/2012,5762163,109,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
405,UCXTMoE1XgvxN4iCt5-gZzCw,ÐÐ¾Ð·Ð½Ð°Ð²Ð°ÑÐµÐ»Ñ,Ukraine,Entertainment,10/20/2014,5722972,241,,,,,,,,,,,
406,UCJatXmy5PyaZ6gFs-NEAFWQ,Sasha Spilberg,-,Music,5/19/2010,5712027,272,,,,,,,,,,,
407,UCp68_FLety0O-n9QU6phsgw,colinfurze,Great-Britain,Autos & Vehicles,11/15/2006,5711460,226,,,,,,,,,,,
408,UCciJLMuECsXuOyhA4FO48Sg,Wesley SafadÃ£o,Brazil,Music,6/21/2009,5702341,209,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
411,UCpdK1NLHxEUGXc1gq2NxkTw,The Voice,Sint-Maarten,Entertainment,1/5/2011,5683675,1001,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
413,UCeV2O_6QmFaaKBZHY3bJgsA,Its JoJo Siwa,United States,Entertainment,2/1/2015,5670470,325,,,,,,,,,,,
414,UCZf__ehlCEBPop-_sldpBUQ,HikakinTV,Japan,Entertainment,7/19/2011,5663564,2406,,,,,,,,,,,
415,UCjOl2AUblVmg2rA_cRgZkFg,Top Gear,Great-Britain,Autos & Vehicles,3/27/2006,5654122,1004,,,,,,,,,,,
416,UCk0wwaFCIkxwSfi6gpRqQUw,CamilaCabelloVEVO,-,Music,10/24/2016,5653629,21,,,,,,,,,,,
417,UCIOUkPJZtWThQBtkCRniSBw,Natalies Outlet,United States,Entertainment,8/13/2014,5652988,230,,,,,,,,,,,
418,UC23ROAqt3prjnS89uHwcaaQ,CNCOVEVO,-,Music,12/7/2015,5643749,32,,,,,,,,,,,
419,UCaayLD9i5x4MmIoVZxXSv_g,T-Series Bhakti Sagar,India,Music,2/13/2011,5639408,18698,,,,,,,,,,,
420,UC8GkZ5dlOrw-yN_nkOAIzPA,rsfriends,Thailand,Music,11/25/2009,5637129,3071,,,,,,,,,,,
421,UCEKWXRsfUHkan-D_ljU8Asw,Rajshri,India,Entertainment,3/24/2006,5636691,5421,,,,,,,,,,,
422,UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt â In a Nutshell,-,Education,7/9/2013,5621035,75,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424,UCgJjd8J5moTQSwnCIx4WSIw,Planet Dolan,Australia,Entertainment,3/1/2014,5612309,946,,,,,,,,,,,
425,UCweazuUMMKdL2wwSyrxla9A,RaeSremmurdVEVO,Sint-Maarten,Music,7/1/2014,5608935,39,,,,,,,,,,,
426,UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay,-,Entertainment,4/29/2006,5581227,644,,,,,,,,,,,
427,UCMc-r8lDh-bbN_bhVz8ySEg,Kim RosaCuca,Brazil,Howto & Style,7/20/2014,5575421,590,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
429,UC5BMQOsAB8hKUyHu9KI6yig,KBS World TV,"Korea, Republic of",Entertainment,1/6/2007,5559877,28157,,,,,,,,,,,
430,UCUKi4zY5ETSqrKAjTBgjM-g,sWooZie,United States,Film and Animation,2/9/2006,5542616,343,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
432,UCa7nT-pEV7Aeh-ntjecu7xw,Alex Aiono,United States,Music,4/6/2011,5521168,229,,,,,,,,,,,
433,UCsAegdhiYLEoaFGuJFVrqFQ,Motor Trend Channel,Sint-Maarten,Autos & Vehicles,3/11/2006,5514825,2075,,,,,,,,,,,
434,UCqDauP_ke8Lwt8Hg3Xv-8Iw,Juliana Baltar,Brazil,Entertainment,5/9/2010,5496222,411,,,,,,,,,,,
435,UCMDQxm7cUx3yXkfeHa5zJIQ,YouTube Help,Sint-Maarten,Howto & Style,5/3/2007,5488500,90,,,,,,,,,,,
436,UC0ebPa2q1rwZVN7dYemunUQ,Erlania e Valentina,Brazil,Film and Animation,4/14/2014,5474693,446,,,,,,,,,,,
437,UCF5UrKfIq5ap9skGOgm4W7w,PointlessBlog,-,Entertainment,7/26/2009,5473111,255,,,,,,,,,,,
438,UCIyBJyajKYaG-iPc78M2geg,Fran Nina e Bel para meninas,Brazil,Entertainment,8/10/2013,5469007,1423,,,,,,,,,,,
439,UCqhnX4jA0A5paNd1v-zEysw,GoPro,-,Sports,3/11/2009,5465143,1927,,,,,,,,,,,
440,UCmL1WlDI8UkXDXCXcBQN9CA,Ultra Bollywood,India,Entertainment,10/21/2009,5464857,10758,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
442,UC6rwiIxv0w2fbmmr66wl1rA,Luan Santana,Brazil,Music,3/10/2009,5457056,269,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
444,UC2LgZ_4GzSFQS-3a87_Jc6w,Cute Girls Hairstyles,United States,Entertainment,3/17/2009,5452924,528,,,,,,,,,,,
445,UC6107grRI4m0o2-emgoDnAA,SmarterEveryDay,United States,Science & Technology,4/4/2006,5452675,272,,,,,,,,,,,
446,UCL64gn1KZ1C-u87BGQv3b6w,Jorge e Mateus Oficial,Brazil,Music,7/29/2008,5448303,216,,,,,,,,,,,
447,UCDWIvJwLJsE4LG1Atne2blQ,h3h3Productions,United States,Entertainment,4/29/2011,5429371,285,,,,,,,,,,,
448,UCCsj3Uk-cuVQejdoX-Pc_Lg,MagicofRahat,-,Entertainment,7/13/2007,5428250,247,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
454,UCfBpv6ahDMg7kEClQuMpzzw,Gabbie Hanna,Sint-Maarten,Howto & Style,2/12/2014,5393092,248,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
457,UCs0upBDG-dCAxy8_VDPE5XA,Videogyan 3D Rhymes - Nursery Rhymes & Baby Songs,India,Education,8/27/2011,5377615,542,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
459,UC67qfftymkxZk_3aWOklaaA,Kika Nieto,-,Howto & Style,10/4/2011,5345460,211,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
462,UC2xjgvWb9cx5F637XjsUNxw,toycantando,-,Music,7/7/2009,5327725,252,,,,,,,,,,,
463,UCSrPuHtKbst7Zy8pyWn_3Cg,What's Inside?,United States,Science & Technology,5/15/2008,5319980,190,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
465,UCHicabXz9rUMWLcdMqBtbxQ,LittleBabyBum Â® EspaÃ±ol,-,Education,6/6/2014,5310882,327,,,,,,,,,,,
466,UCXuqSBlHAE6Xw-yeJA0Tunw,Linus Tech Tips,-,Science & Technology,11/25/2008,5302795,4046,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
468,UC6paX0kLA8D81aYogceMufw,Kids Fun,Brazil,Entertainment,8/26/2015,5282128,484,,,,,,,,,,,
469,UCiLARavvxPYccbXCPNbwGGQ,Pautips,-,Howto & Style,7/6/2011,5274660,406,,,,,,,,,,,
470,UCGi_crMdUZnrcsvkCa8pt-g,Alltime10s,United States,Education,1/26/2010,5265505,1464,,,,,,,,,,,
471,UCoYfzC2zMlc9M-Odgaf6OSg,KendrickLamarVEVO,-,Music,2/9/2011,5236373,56,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
474,UCcdOEjqjiVAnUtEFZIRTlHg,iggyazaleamusicVEVO,-,Music,2/25/2013,5211087,50,,,,,,,,,,,
475,UCqFzWxSCi39LnW1JKFR3efg,Saturday Night Live,-,Entertainment,7/23/2013,5206943,6248,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
477,UCj34AOIMl_k1fF7hcBkD_dw,EverythingApplePro,United States,Entertainment,1/27/2009,5178463,1328,,,,,,,,,,,
478,UCqxTK2IACp01pP527VuSJjw,Aruan Felix,Brazil,Entertainment,10/17/2014,5178376,603,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
480,UCYM02HkL0C3V1hAzw0HUXUw,SandraCiresArt,United States,Entertainment,9/27/2011,5165391,667,,,,,,,,,,,
481,UCm2CE2YfpmobBmF8ARLPzAw,CauÃª Moura,Brazil,Entertainment,3/19/2010,5150736,527,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
484,UC-F6LZSWz34xKknY8NNCzgQ,PDK Films,United States,Entertainment,7/21/2009,5141673,115,,,,,,,,,,,
485,UCrFB54bqp8sda4udJyNswlA,DJKhaledVEVO,-,Music,2/15/2010,5134548,38,,,,,,,,,,,
